placekey,location_name,brands,top_category,sub_category,category_tags,naics_code,latitude,longitude,poi_cbg,street_address,city,region,postal_code,open_hours,wkt_area_sq_meters,polygon_wkt
222-222@62k-qpr-dqf,Auto Glass Fitters,Auto Glass Fitters,Automotive Repair and Maintenance,Automotive Glass Replacement Shops,"Auto Glass,Windshield Repair",811122,42.223038,-71.78556,250277329011,1180 Millbury St,Worcester,MA,1607,"",567,"POLYGON ((-71.78534150999997 42.22308472100008, -71.78600008599994 42.222863621000045, -71.78604854599996 42.22294123200004, -71.78538996899994 42.22316233200007, -71.78534150999997 42.22308472100008))"
222-222@62k-qpr-qj9,Ballard Mack Sales & Service,"",Automobile Dealers,Used Car Dealers,"Auto Parts,Truck Dealer",441120,42.221279,-71.774542,250277328021,442 SW Cutoff,Worcester,MA,1604,"{ """"""""""""""""Mon"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""17:00""""""""""""""""]], """"""""""""""""Tue"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""17:00""""""""""""""""]], """"""""""""""""Wed"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""17:00""""""""""""""""]], """"""""""""""""Thu"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""17:00""""""""""""""""]], """"""""""""""""Fri"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""17:00""""""""""""""""]], """"""""""""""""Sat"""""""""""""""": [], """"""""""""""""Sun"""""""""""""""": [] }",2313,"POLYGON ((-71.77443977799999 42.22129881700005, -71.77440357499995 42.22126009900006, -71.77429797399998 42.22131319500005, -71.77421522399999 42.221224697000025, -71.77424539399993 42.22120952600005, -71.77419367599998 42.22115421500007, -71.77423893399998 42.22113146000004, -71.77421824499999 42.22110933500005, -71.77434647399997 42.22104486300003, -71.77431544299998 42.221011676000046, -71.77455681299995 42.22089031400003, -71.77491884899996 42.22127749200007, -71.77482833399995 42.221323003000066, -71.77491108699996 42.221411501000034, -71.774632 42.22155182600005, -71.77440960699994 42.22131398700003, -71.77443977799999 42.22129881700005))"
222-222@62k-qps-3wk,De Angelis Railroad Contractors,"",Other Specialty Trade Contractors,"",Contractors,2389,42.222657,-71.783957,250277328022,1187 Millbury St,Worcester,MA,1607,"",449,"POLYGON ((-71.78380205899998 42.22256115600004, -71.78406294299998 42.22250571700005, -71.78413134799996 42.22267879900005, -71.78387046399996 42.22273423900003, -71.78380205899998 42.22256115600004))"
222-222@62k-qpv-bkz,Midtown Meats,"",Specialty Food Stores,Meat Markets,"Gourmet,Meats",445210,42.236736,-71.745808,250277328011,67 SW Cutoff,Worcester,MA,1604,"",2246,"POLYGON ((-71.74539279899994 42.23711303500005, -71.74578169999995 42.236603142000035, -71.74574976399998 42.23659004900003, -71.74591495199996 42.23637346500004, -71.74597084199996 42.23639637800005, -71.74600209399995 42.23635540300006, -71.74624960499995 42.23645687000004, -71.74602191299994 42.23675540500005, -71.74595803899996 42.23672921900004, -71.74559194299997 42.237209214000075, -71.74538435099998 42.23712411100007, -71.74539279899994 42.23711303500005))"
222-222@62k-qpv-bp9,Camosse Masonry Supply,"",Building Material and Supplies Dealers,"",Building Supplies,4441,42.23764,-71.747487,250277328011,64 SW Cutoff,Worcester,MA,1604,"{ """"""""""""""""Mon"""""""""""""""": [[""""""""""""""""7:00"""""""""""""""", """"""""""""""""16:00""""""""""""""""]], """"""""""""""""Tue"""""""""""""""": [[""""""""""""""""7:00"""""""""""""""", """"""""""""""""16:00""""""""""""""""]], """"""""""""""""Wed"""""""""""""""": [[""""""""""""""""7:00"""""""""""""""", """"""""""""""""18:00""""""""""""""""]], """"""""""""""""Thu"""""""""""""""": [[""""""""""""""""7:00"""""""""""""""", """"""""""""""""18:00""""""""""""""""]], """"""""""""""""Fri"""""""""""""""": [[""""""""""""""""7:00"""""""""""""""", """"""""""""""""16:00""""""""""""""""]], """"""""""""""""Sat"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""12:00""""""""""""""""]], """"""""""""""""Sun"""""""""""""""": [] }",501,"POLYGON ((-71.74730132699995 42.23766772100004, -71.74741956299994 42.237486155000056, -71.74752688099994 42.237523717000045, -71.74750717499995 42.23755397700006, -71.74767228199994 42.23761176600004, -71.74757375199994 42.237763072000064, -71.74730132699995 42.23766772100004))"
222-222@62k-qpv-bx5,Interstate Brands,"",Bakeries and Tortilla Manufacturing,Retail Bakeries,Bakery,311811,42.237531,-71.744825,250277328011,39 SW Cutoff,Worcester,MA,1604,"",2916,"POLYGON ((-71.74440118199993 42.23766136100005, -71.74478832399996 42.237198171000045, -71.74528751799994 42.23742242900005, -71.74490037799995 42.23788562100003, -71.74440118199993 42.23766136100005))"
222-222@62k-qpv-cdv,Standard Lock Washer & Mfg Co Inc,"",Other Miscellaneous Manufacturing,"","",3399,42.234089,-71.744348,250277328011,1451 Grafton St,Worcester,MA,1604,"",2702,"POLYGON ((-71.74435414199996 42.234212384000045, -71.74430254099997 42.23416535400003, -71.74427402999999 42.234182168000075, -71.74422816199996 42.23414036300005, -71.74419965199996 42.23415717700004, -71.74414231799994 42.23410492000005, -71.74411380799995 42.23412173500003, -71.74406793899993 42.234079929000075, -71.74403942899994 42.234096743000066, -71.74397636199996 42.23403926100008, -71.74394785199996 42.23405607500007, -71.74387904999998 42.23399336600005, -71.74392181599995 42.23396814500006, -71.74368674499993 42.23375389100005, -71.74403599299995 42.23354791600008, -71.74408185999994 42.23358972200003, -71.74412462499998 42.23356450000006, -71.74418195899995 42.23361675700005, -71.74414632199995 42.233637775000034, -71.74461073299994 42.23406105400005, -71.74435414199996 42.234212384000045))"
222-222@62k-qpv-fcq,Sturbridge Service Center,"",Automotive Repair and Maintenance,"",Towing,8111,42.239943,-71.744997,250277328011,23 SW Cutoff,Worcester,MA,1604,"",281,"POLYGON ((-71.74486323999997 42.23998679500005, -71.74496868499995 42.23983801400004, -71.74513104099998 42.23989985700007, -71.74502559399997 42.240048638000076, -71.74486323999997 42.23998679500005))"
222-222@62k-qpy-3qz,Temp Air,"","Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers",Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers,HVAC,423730,42.227384,-71.760637,250277328011,270 SW Cutoff,Worcester,MA,1604,"",507,"POLYGON ((-71.76080412501015 42.22744329166329, -71.76054087994508 42.227531040018306, -71.76046945899998 42.22732429700005, -71.76074531699999 42.22727306200005, -71.76080412501015 42.22744329166329))"
222-222@62k-qpy-3wk,Mass Motors,"",Automobile Dealers,Used Car Dealers,Car Dealers,441120,42.227243,-71.757933,250277328011,245 SW Cutoff,Worcester,MA,1604,"{ """"""""""""""""Mon"""""""""""""""": [[""""""""""""""""10:00"""""""""""""""", """"""""""""""""18:00""""""""""""""""]], """"""""""""""""Tue"""""""""""""""": [[""""""""""""""""10:00"""""""""""""""", """"""""""""""""18:00""""""""""""""""]], """"""""""""""""Wed"""""""""""""""": [[""""""""""""""""10:00"""""""""""""""", """"""""""""""""18:00""""""""""""""""]], """"""""""""""""Thu"""""""""""""""": [[""""""""""""""""10:00"""""""""""""""", """"""""""""""""18:00""""""""""""""""]], """"""""""""""""Fri"""""""""""""""": [[""""""""""""""""10:00"""""""""""""""", """"""""""""""""18:00""""""""""""""""]], """"""""""""""""Sat"""""""""""""""": [], """"""""""""""""Sun"""""""""""""""": [] }",7636,"POLYGON ((-71.75852258412289 42.22755997985048, -71.75727803913998 42.22811609265271, -71.757101013345 42.227625521971156, -71.75801564661907 42.22691051334067, -71.75852258412289 42.22755997985048))"
222-222@62k-qpy-435,Underground Construction Experts,"",Building Finishing Contractors,"",Contractors,2383,42.228122,-71.759856,250277328011,21 Eskow Rd,Worcester,MA,1604,"",951,"POLYGON ((-71.75965695399998 42.227912579000076, -71.75996343499997 42.22785345200003, -71.76001115999998 42.22798645100005, -71.75993610299997 42.228000931000054, -71.76002332499996 42.22824399600006, -71.75979189899994 42.22828864200005, -71.75965695399998 42.227912579000076))"
222-222@62k-qpy-4y9,Bonner Sheet Metal Corp,"",Other Miscellaneous Manufacturing,"","",3399,42.226124,-71.763151,250277328021,310 SW Cutoff,Worcester,MA,1604,"",907,"POLYGON ((-71.7633468729196 42.22583426553074, -71.76344387776466 42.2260501795407, -71.76309293999998 42.22620751200003, -71.76293549599995 42.22601869400006, -71.7633468729196 42.22583426553074))"
222-222@62k-qpy-66k,Foreign Motors,"",Automobile Dealers,Used Car Dealers,Car Dealers,441120,42.228931,-71.75719,250277328011,224 SW Cutoff,Worcester,MA,1604,"{ """"""""""""""""Mon"""""""""""""""": [[""""""""""""""""10:00"""""""""""""""", """"""""""""""""17:00""""""""""""""""]], """"""""""""""""Tue"""""""""""""""": [[""""""""""""""""10:00"""""""""""""""", """"""""""""""""17:00""""""""""""""""]], """"""""""""""""Wed"""""""""""""""": [[""""""""""""""""10:00"""""""""""""""", """"""""""""""""17:00""""""""""""""""]], """"""""""""""""Thu"""""""""""""""": [[""""""""""""""""10:00"""""""""""""""", """"""""""""""""17:00""""""""""""""""]], """"""""""""""""Fri"""""""""""""""": [[""""""""""""""""10:00"""""""""""""""", """"""""""""""""17:00""""""""""""""""]], """"""""""""""""Sat"""""""""""""""": [[""""""""""""""""10:00"""""""""""""""", """"""""""""""""15:00""""""""""""""""]], """"""""""""""""Sun"""""""""""""""": [] }",521,"POLYGON ((-71.75709727506887 42.228922949307766, -71.7572445825762 42.22881341295615, -71.75742926799995 42.22906517200005, -71.75732104399998 42.22910785400006, -71.75735474399994 42.22915379400007, -71.75728639299996 42.22918075100006, -71.75709727506887 42.228922949307766))"
222-222@62k-qpy-6c5,Truck Service,"",Automotive Repair and Maintenance,"",Auto Repair,8111,42.229949,-71.758958,250277328011,22 Eskow Rd,Worcester,MA,1604,"",904,"POLYGON ((-71.75864002999998 42.22992595800008, -71.75897785399997 42.22984425200008, -71.75906092499997 42.23002889700007, -71.75847741099994 42.23017002600005, -71.75842878499998 42.23006194000004, -71.75867447399997 42.23000251800005, -71.75864002999998 42.22992595800008))"
222-222@62k-qpy-6ff,Joey's Auto Repair,"",Automotive Repair and Maintenance,"",Auto Repair,8111,42.229115,-71.758844,250277328011,20 Eskow Rd,Worcester,MA,1604,"",1889,"POLYGON ((-71.75867141152476 42.229156529907115, -71.75902409993269 42.22903731129036, -71.75921141799995 42.229586640000036, -71.75884121599995 42.22965450500004, -71.75867141152476 42.229156529907115))"
222-222@62k-qpy-rkz,Chuck E. Cheese's,Chuck E. Cheese's,Restaurants and Other Eating Places,Limited-Service Restaurants,"Pizza,Chicken Wings,Lunch,Casual Dining,Dinner",722513,42.238756,-71.747333,250277328011,50 SW Cutoff,Worcester,MA,1604,"{ """"""""""""""""Mon"""""""""""""""": [[""""""""""""""""11:00"""""""""""""""", """"""""""""""""21:00""""""""""""""""]], """"""""""""""""Tue"""""""""""""""": [[""""""""""""""""11:00"""""""""""""""", """"""""""""""""21:00""""""""""""""""]], """"""""""""""""Wed"""""""""""""""": [[""""""""""""""""11:00"""""""""""""""", """"""""""""""""21:00""""""""""""""""]], """"""""""""""""Thu"""""""""""""""": [[""""""""""""""""11:00"""""""""""""""", """"""""""""""""21:00""""""""""""""""]], """"""""""""""""Fri"""""""""""""""": [[""""""""""""""""11:00"""""""""""""""", """"""""""""""""22:00""""""""""""""""]], """"""""""""""""Sat"""""""""""""""": [[""""""""""""""""10:00"""""""""""""""", """"""""""""""""22:00""""""""""""""""]], """"""""""""""""Sun"""""""""""""""": [[""""""""""""""""11:00"""""""""""""""", """"""""""""""""21:00""""""""""""""""]] }",820,"POLYGON ((-71.74723505973822 42.23892761172308, -71.74708753824234 42.23873499191279, -71.74743354320526 42.238580101329575, -71.74757838249207 42.238776693158705, -71.74723505973822 42.23892761172308))"
222-222@62k-qpy-s89,Yummy Steakhouse,"",Restaurants and Other Eating Places,Full-Service Restaurants,"Asian Food,Japanese Food,Sushi",722511,42.241736,-71.753921,250277323011,1121 Grafton St,Worcester,MA,1604,"{ """"""""""""""""Mon"""""""""""""""": [[""""""""""""""""11:30"""""""""""""""", """"""""""""""""22:00""""""""""""""""]], """"""""""""""""Tue"""""""""""""""": [[""""""""""""""""11:30"""""""""""""""", """"""""""""""""22:00""""""""""""""""]], """"""""""""""""Wed"""""""""""""""": [[""""""""""""""""11:30"""""""""""""""", """"""""""""""""22:00""""""""""""""""]], """"""""""""""""Thu"""""""""""""""": [[""""""""""""""""11:30"""""""""""""""", """"""""""""""""22:00""""""""""""""""]], """"""""""""""""Fri"""""""""""""""": [[""""""""""""""""11:30"""""""""""""""", """"""""""""""""23:00""""""""""""""""]], """"""""""""""""Sat"""""""""""""""": [[""""""""""""""""11:30"""""""""""""""", """"""""""""""""23:00""""""""""""""""]], """"""""""""""""Sun"""""""""""""""": [[""""""""""""""""12:00"""""""""""""""", """"""""""""""""21:30""""""""""""""""]] }",152,"POLYGON ((-71.75402153317793 42.24173882387663, -71.75386998836859 42.241816265339, -71.75381701474055 42.24175818425113, -71.75382304971083 42.241732866837125, -71.75396386568411 42.24165890021644, -71.75398666446074 42.24168272839903, -71.75397593562468 42.24168818902294, -71.75402153317793 42.24173882387663))"
222-222@62k-qpy-wkz,Herc Rentals,Herc Rentals,Commercial and Industrial Machinery and Equipment Rental and Leasing,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing","",532412,42.230064,-71.753606,250277328011,183 SW Cutoff,Worcester,MA,1604,"{ """"""""""""""""Mon"""""""""""""""": [[""""""""""""""""7:00"""""""""""""""", """"""""""""""""17:00""""""""""""""""]], """"""""""""""""Tue"""""""""""""""": [[""""""""""""""""7:00"""""""""""""""", """"""""""""""""17:00""""""""""""""""]], """"""""""""""""Wed"""""""""""""""": [[""""""""""""""""7:00"""""""""""""""", """"""""""""""""17:00""""""""""""""""]], """"""""""""""""Thu"""""""""""""""": [[""""""""""""""""7:00"""""""""""""""", """"""""""""""""17:00""""""""""""""""]], """"""""""""""""Fri"""""""""""""""": [[""""""""""""""""7:00"""""""""""""""", """"""""""""""""17:00""""""""""""""""]], """"""""""""""""Sat"""""""""""""""": [], """"""""""""""""Sun"""""""""""""""": [] }",530,"POLYGON ((-71.75339410599997 42.23003882200004, -71.75352463399997 42.22991785100004, -71.75381874299995 42.230088454000054, -71.75368821499995 42.230209425000055, -71.75339410599997 42.23003882200004))"
222-222@62k-qpy-wx5,Bee Zee,"",Gasoline Stations,Gasoline Stations with Convenience Stores,Car Wash,447110,42.23073,-71.753409,250277328011,177 SW Cutoff,Worcester,MA,1604,"",277,"POLYGON ((-71.75347251396362 42.23059216894946, -71.7535614100528 42.23063769847744, -71.75334632353226 42.2308679423229, -71.75325743035386 42.2308224098451, -71.75347251396362 42.23059216894946))"
222-222@62k-qpy-xh5,The Salon and Spa At Glow,"",Personal Care Services,"Hair, Nail, and Skin Care Services","Hair Removal,Tanning,Waxing",81211,42.234584,-71.746895,250277328011,1393 Grafton St,Worcester,MA,1604,"{ """"""""""""""""Mon"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""20:30""""""""""""""""]], """"""""""""""""Tue"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""20:30""""""""""""""""]], """"""""""""""""Wed"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""20:30""""""""""""""""]], """"""""""""""""Thu"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""20:30""""""""""""""""]], """"""""""""""""Fri"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""20:30""""""""""""""""]], """"""""""""""""Sat"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""17:00""""""""""""""""]], """"""""""""""""Sun"""""""""""""""": [] }",1366,"POLYGON ((-71.74694164899995 42.23476662400003, -71.74659409299994 42.234481663000054, -71.74645771499996 42.23457107200005, -71.74630527999994 42.23444608800003, -71.7465984899999 42.23425386000008, -71.74709848299995 42.234663804000036, -71.74703711299998 42.234704038000075, -71.74707369799995 42.23473403400004, -71.74702596599997 42.23476532700005, -71.74698937999995 42.234735331000024, -71.74694164899995 42.23476662400003))"
222-222@62k-qpy-xwk,Amorello A F & Sons,"",Other Specialty Trade Contractors,"",Contractors,2389,42.232509,-71.74774,250277328011,115 SW Cutoff,Worcester,MA,1604,"",705,"POLYGON ((-71.74762222499999 42.232452170000045, -71.74781024299995 42.23234539100008, -71.74795588099994 42.23248324300005, -71.74757261199994 42.23270090900007, -71.74746618499995 42.23260017000007, -71.74754573099995 42.232554994000054, -71.74752332499997 42.23253378600003, -71.74763902899997 42.23246807600003, -71.74762222499999 42.232452170000045))"
222-222@62k-qy9-y9z,Pobco Plastics,"",Other Miscellaneous Manufacturing,"","",3399,42.231688,-71.826333,250277331011,99 Hope Ave,Worcester,MA,1603,"",1415,"POLYGON ((-71.82610764099996 42.23189305900007, -71.82609564999996 42.231656110000074, -71.82600516099996 42.23165857200007, -71.82600324299995 42.23162066000003, -71.82615261099994 42.231502705000025, -71.82641115099995 42.23149567100006, -71.82641450799997 42.231562017000044, -71.82647267999994 42.23156043500006, -71.82647627699998 42.231631520000064, -71.82653444799996 42.23162993700004, -71.82654020399997 42.23174367200005, -71.82646910499994 42.23174560700005, -71.82647605999995 42.231883038000035, -71.82610764099996 42.23189305900007))"
222-222@62k-qy9-zs5,Woosta Gas,"",Gasoline Stations,Gasoline Stations with Convenience Stores,"",447110,42.234821,-71.817115,250277329014,950 Southbridge St,Worcester,MA,1610,"",1770,"POLYGON ((-71.81708696722569 42.234334924903244, -71.81763950228276 42.2344183331828, -71.81699577211918 42.23502006107637, -71.81708696722569 42.234334924903244))"
222-222@62k-qyb-ce5,Cole Contracting,"",Other Specialty Trade Contractors,"",Contractors,2389,42.238846,-71.832767,250277331011,152 Webster St,Worcester,MA,1603,"",93,"POLYGON ((-71.83259469799962 42.23882420092218, -71.83261933264055 42.238781633227035, -71.83282712768246 42.238822771858715, -71.83282296082719 42.23886726002988, -71.83259469799962 42.23882420092218))"
222-222@62k-qyb-m49,Giovanni's Italian Bakery,"",Bakeries and Tortilla Manufacturing,Retail Bakeries,Bakery,311811,42.231798,-71.833015,250277331011,207 Hope Ave,Worcester,MA,1603,"",186,"POLYGON ((-71.83292505099996 42.23183407700003, -71.83292445599994 42.23170603700004, -71.83302794199994 42.23170577800005, -71.83302811899995 42.23174371500005, -71.83310573299997 42.231743522000045, -71.83310615299996 42.231833624000046, -71.83292505099996 42.23183407700003))"
222-222@62k-qyb-nkf,Modern Mfg Inc,"",Other Miscellaneous Manufacturing,"","",3399,42.241047,-71.814486,250277330002,12 Brussels St,Worcester,MA,1610,"",14751,"POLYGON ((-71.81431972499996 42.24056798000004, -71.81433532399996 42.24058453400005, -71.81442564599996 42.24053879200005, -71.81463883299995 42.240765029000045, -71.81400657299997 42.24108522900008, -71.81404816899999 42.241129372000046, -71.81413096599994 42.24108744100005, -71.81412056699997 42.24107640600005, -71.81425605099997 42.24100779200006, -71.81427685099999 42.24102986400004, -71.81449513099994 42.24091931900006, -71.81450552999996 42.240930355000046, -71.81466359499996 42.24085030500004, -71.81467399399997 42.24086134100003, -71.81482453199999 42.240785102000075, -71.81483493099995 42.240796138000064, -71.81486503799994 42.24078089100004, -71.81503142899999 42.240957466000054, -71.81479809499996 42.24107563500007, -71.81478769599994 42.24106460000007, -71.81446403899997 42.24122851200008, -71.81448483699995 42.241250584000056, -71.81431171799994 42.24133825700005, -71.81428052099994 42.24130514900003, -71.81418266899993 42.24135470400006, -71.81416187099995 42.24133263200008, -71.81331884599996 42.24175956100004, -71.81310046199997 42.241527803000054, -71.81303271799999 42.24156210900003, -71.81300671899999 42.24153451900003, -71.81305940899995 42.24150783600004, -71.81303341199998 42.24148024600004, -71.81292803299993 42.24153361100008, -71.81296442999997 42.24157223800006, -71.81273861799997 42.241686592000065, -71.81295180299998 42.241912832000025, -71.81268082599996 42.242050058000075, -71.81246244299996 42.241818298000055, -71.81256782299994 42.24176493300007, -71.81238583699997 42.24157180100008, -71.81245358099994 42.241537495000046, -71.81243278299996 42.24151542300007, -71.81252310799994 42.24146968100007, -71.81250230899997 42.24144760900003, -71.81258510699996 42.241405679000025, -71.81256950799997 42.24138912500007, -71.81266735899999 42.241339571000026, -71.81261016499997 42.241278873000056, -71.81294887999996 42.24110734100003, -71.81308926899999 42.241256329000066, -71.81297636399995 42.24131350600004, -71.81304915799996 42.24139075900007, -71.81302657799995 42.241402194000045, -71.81306817399997 42.24144633800006, -71.81327140399998 42.24134342000008, -71.81322460699994 42.24129375700005, -71.81326976899999 42.24127088600005, -71.81318657599996 42.241182597000034, -71.81320163 42.241174974000046, -71.81312363599994 42.24109220300005, -71.81314621699994 42.24108076700003, -71.81310461899994 42.24103662300007, -71.81313472799997 42.24102137500006, -71.81310872999995 42.24099378500006, -71.81343238899996 42.24082987600008, -71.81339599199998 42.24079125000003, -71.81387771499993 42.24054729200003, -71.81389851299997 42.240569364000066, -71.81413937399998 42.24044738400005, -71.81415497199998 42.24046393800006, -71.81434314399996 42.24036864000004, -71.81446273499995 42.24049555500005, -71.81431972499996 42.24056798000004))"
222-222@62k-qyb-q9f,National Grid,"",Building Finishing Contractors,"","",2383,42.235485,-71.817391,250277329014,939 Southbridge St,Worcester,MA,1610,"",8240,"POLYGON ((-71.81698019399994 42.235992149000026, -71.8173078199999 42.23568619100007, -71.81714952699997 42.23559508100004, -71.81699701299993 42.235737509000046, -71.81675237699994 42.23559670100008, -71.81767311399994 42.23473685300007, -71.81795372299996 42.23489836600004, -71.81793677599995 42.23491419100003, -71.81830372799993 42.235125399000026, -71.81745642899995 42.235916676000045, -71.81739886699995 42.235883544000046, -71.81716726799993 42.23609982600004, -71.81698019399994 42.235992149000026))"
222-222@62k-qyb-rzf,South Worcester Neighborhood Center,"",Amusement Parks and Arcades,Amusement and Theme Parks,Amateur Sports Teams,713110,42.242451,-71.816657,250277330002,47 Camp St,Worcester,MA,1603,"",19776,"POLYGON ((-71.81489384537463 42.24353481178218, -71.81576867528412 42.24227030563014, -71.81607455179909 42.24183085820761, -71.81675301294115 42.24180246391262, -71.81675133930281 42.24226759867082, -71.81673120168358 42.24353430366523, -71.81489384537463 42.24353481178218))"
222-222@62k-qyb-zmk,Falcone Enterprises,"",Waste Management and Remediation Services,"","Demolition Services,Junk Removal",562,42.241743,-71.824543,250277330002,9 Sutton Ln,Worcester,MA,1603,"{ """"""""""""""""Mon"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""19:00""""""""""""""""]], """"""""""""""""Tue"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""19:00""""""""""""""""]], """"""""""""""""Wed"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""19:00""""""""""""""""]], """"""""""""""""Thu"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""19:00""""""""""""""""]], """"""""""""""""Fri"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""19:00""""""""""""""""]], """"""""""""""""Sat"""""""""""""""": [[""""""""""""""""7:00"""""""""""""""", """"""""""""""""12:00""""""""""""""""]], """"""""""""""""Sun"""""""""""""""": [] }",475,"POLYGON ((-71.82452309899998 42.24191447100003, -71.82440850599994 42.24167758300007, -71.82459141099997 42.241630032000046, -71.82468654599995 42.241826693000064, -71.82475361099995 42.24180925700006, -71.82477306999994 42.241849484000056, -71.82452309899998 42.24191447100003))"
222-222@62k-qyb-zpv,Raymundo's Restaurant,"",Restaurants and Other Eating Places,Full-Service Restaurants,"Latin American Food,Mexican Food,Seafood",722511,42.243148,-71.82636,250277312041,118 Cambridge St,Worcester,MA,1603,"",145,"POLYGON ((-71.82624471683272 42.24318137952392, -71.8262446017842 42.24311337151109, -71.82647430173222 42.24311386792021, -71.82647531743021 42.243182868749685, -71.82624471683272 42.24318137952392))"
222-222@62k-qyb-zs5,Scrap It,"",Waste Management and Remediation Services,"",Recycling Center,562,42.241855,-71.82659,250277330002,100 Fremont St # 103,Worcester,MA,1603,"{ """"""""""""""""Mon"""""""""""""""": [[""""""""""""""""7:00"""""""""""""""", """"""""""""""""16:00""""""""""""""""]], """"""""""""""""Tue"""""""""""""""": [[""""""""""""""""7:00"""""""""""""""", """"""""""""""""16:00""""""""""""""""]], """"""""""""""""Wed"""""""""""""""": [[""""""""""""""""7:00"""""""""""""""", """"""""""""""""16:00""""""""""""""""]], """"""""""""""""Thu"""""""""""""""": [[""""""""""""""""7:00"""""""""""""""", """"""""""""""""16:00""""""""""""""""]], """"""""""""""""Fri"""""""""""""""": [[""""""""""""""""7:00"""""""""""""""", """"""""""""""""16:00""""""""""""""""]], """"""""""""""""Sat"""""""""""""""": [[""""""""""""""""7:00"""""""""""""""", """"""""""""""""12:00""""""""""""""""]], """"""""""""""""Sun"""""""""""""""": [] }",864,"POLYGON ((-71.82634283999994 42.24179865100007, -71.82673260899998 42.24169632500008, -71.82683729599995 42.24191062800003, -71.82644752599998 42.242012955000064, -71.82634283999994 42.24179865100007))"
222-222@62k-qyb-zvf,Applied Plastic Technology Inc,"",Other Miscellaneous Manufacturing,"","",3399,42.243119,-71.824255,250277330002,169 Fremont St,Worcester,MA,1603,"",1728,"POLYGON ((-71.82389280599995 42.243157127000075, -71.82403791499996 42.24308069400007, -71.82388844399998 42.24292819100003, -71.82404446499999 42.24284601100004, -71.82425799499998 42.24306387100006, -71.82455517899996 42.24290733500004, -71.82468863499997 42.24304349700003, -71.82409644699999 42.243355422000036, -71.82389280599995 42.243157127000075))"
222-222@62k-qyc-3nq,Valkyrie Co Inc The,"",Other Miscellaneous Manufacturing,"","",3399,42.240991,-71.829677,250277331011,60 Fremont St,Worcester,MA,1603,"",4996,"POLYGON ((-71.82919166599999 42.240966567000044, -71.82917254099993 42.24092625500003, -71.82907478299995 42.240951179000035, -71.82894516199997 42.240677953000045, -71.82929342099999 42.240589157000045, -71.82949928899995 42.24066219000008, -71.82959704699994 42.24063726400004, -71.82961192099998 42.24066861800003, -71.82969745899999 42.240646809000054, -71.82971020899998 42.24067368300007, -71.82991794099996 42.24062071700007, -71.83016661499994 42.24114487300005, -71.82944616299994 42.24132977100004, -71.82933298299997 42.24109120500003, -71.82928357399999 42.24107367800008, -71.82932342199996 42.24101330800005, -71.82919166599999 42.240966567000044))"
222-222@62k-qyd-8gk,Rand Whitney Container Corp,"",Other Miscellaneous Manufacturing,"","",3399,42.221953,-71.794248,250277329011,1 Rand Whitney Way,Worcester,MA,1607,"",13273,"POLYGON ((-71.79279989899999 42.22201308900003, -71.79288691699998 42.22177980600003, -71.79284325199995 42.22177104800005, -71.79285519599995 42.22173902900005, -71.79281776799996 42.221731523000074, -71.79295255899996 42.221370163000074, -71.79293384599998 42.22136641000003, -71.79295943899996 42.22129779800008, -71.79289082199995 42.22128403500005, -71.79296760199998 42.22107819800004, -71.79383466199994 42.22125210400003, -71.79385342999996 42.22120178800003, -71.79399690099996 42.22123056300006, -71.79397813299994 42.22128087900006, -71.79409041399998 42.22130339900008, -71.79410406399995 42.22126680500003, -71.79465299599997 42.22137690000005, -71.79463934699999 42.221413494000046, -71.79468013399998 42.22146592100006, -71.79449742199995 42.22154235200003, -71.79430292399996 42.222063810000066, -71.79426549699997 42.222056304000034, -71.79419724999997 42.222239271000035, -71.79321789499994 42.22204284600008, -71.79317865199994 42.22214805200008, -71.79295408699994 42.22210301100006, -71.79296261799993 42.22208014000006, -71.79282538299998 42.22205261500005, -71.79283732799996 42.22202059500006, -71.79279989899999 42.22201308900003))"
