placekey,location_name,brands,top_category,sub_category,category_tags,naics_code,latitude,longitude,poi_cbg,street_address,city,region,postal_code,open_hours,wkt_area_sq_meters,polygon_wkt
zzw-222@62k-rfs-qvf,bankHometown,"",Depository Credit Intermediation,Commercial Banking,"Business Financing,Mortgage Lender",522110,42.281423,-71.80522,250277305003,270 Grove St,Worcester,MA,1605,"{ """"""""""""""""Mon"""""""""""""""": [[""""""""""""""""8:30"""""""""""""""", """"""""""""""""16:00""""""""""""""""]], """"""""""""""""Tue"""""""""""""""": [[""""""""""""""""8:30"""""""""""""""", """"""""""""""""16:00""""""""""""""""]], """"""""""""""""Wed"""""""""""""""": [[""""""""""""""""8:30"""""""""""""""", """"""""""""""""16:00""""""""""""""""]], """"""""""""""""Thu"""""""""""""""": [[""""""""""""""""8:30"""""""""""""""", """"""""""""""""17:00""""""""""""""""]], """"""""""""""""Fri"""""""""""""""": [[""""""""""""""""8:30"""""""""""""""", """"""""""""""""17:00""""""""""""""""]], """"""""""""""""Sat"""""""""""""""": [[""""""""""""""""8:30"""""""""""""""", """"""""""""""""12:00""""""""""""""""]], """"""""""""""""Sun"""""""""""""""": [] }",940,"POLYGON ((-71.80505266799997 42.28159120500004, -71.80509319999999 42.28157636900005, -71.80499774199995 42.28143636400006, -71.80532778399999 42.28131555200008, -71.80548398899998 42.281544652000036, -71.80536818399997 42.28158704200007, -71.80538843299996 42.28161673900007, -71.80527262899994 42.28165912900005, -71.80524948699997 42.28162518900007, -71.80511052099996 42.28167605700003, -71.80505266799997 42.28159120500004))"
zzw-222@62k-rfs-qzz,Chris Goodnow Auto Sales,"",Automobile Dealers,Used Car Dealers,"Auto Repair,Car Dealers,Tires",441120,42.28154,-71.806223,250277305003,241 Grove St,Worcester,MA,1605,"{ """"""""""""""""Mon"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""19:00""""""""""""""""]], """"""""""""""""Tue"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""19:00""""""""""""""""]], """"""""""""""""Wed"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""19:00""""""""""""""""]], """"""""""""""""Thu"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""19:00""""""""""""""""]], """"""""""""""""Fri"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""18:00""""""""""""""""]], """"""""""""""""Sat"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""17:00""""""""""""""""]], """"""""""""""""Sun"""""""""""""""": [[""""""""""""""""11:00"""""""""""""""", """"""""""""""""16:00""""""""""""""""]] }",138,"POLYGON ((-71.80611612699994 42.281442198000036, -71.80619941099997 42.28141603500006, -71.80628867899998 42.28156859400008, -71.80620539399996 42.28159475700005, -71.80611612699994 42.281442198000036))"
zzw-222@62k-rfs-sh5,Starbucks,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,"Snacks,Counter Service,Dessert,Tea House,Coffee Shop,Bakery",722515,42.282309,-71.808168,250277306005,41 Park Ave # 5A,Worcester,MA,1605,"{ """"""""""""""""Mon"""""""""""""""": [[""""""""""""""""5:00"""""""""""""""", """"""""""""""""21:30""""""""""""""""]], """"""""""""""""Tue"""""""""""""""": [[""""""""""""""""5:00"""""""""""""""", """"""""""""""""21:30""""""""""""""""]], """"""""""""""""Wed"""""""""""""""": [[""""""""""""""""5:00"""""""""""""""", """"""""""""""""21:30""""""""""""""""]], """"""""""""""""Thu"""""""""""""""": [[""""""""""""""""5:00"""""""""""""""", """"""""""""""""21:30""""""""""""""""]], """"""""""""""""Fri"""""""""""""""": [[""""""""""""""""5:00"""""""""""""""", """"""""""""""""21:30""""""""""""""""]], """"""""""""""""Sat"""""""""""""""": [[""""""""""""""""6:00"""""""""""""""", """"""""""""""""21:30""""""""""""""""]], """"""""""""""""Sun"""""""""""""""": [[""""""""""""""""6:00"""""""""""""""", """"""""""""""""21:30""""""""""""""""]] }",182,"POLYGON ((-71.80826859453151 42.282354569419624, -71.80808352210948 42.2823724290264, -71.80807279327342 42.282263286905966, -71.80824713685939 42.28224542726827, -71.80826859453151 42.282354569419624))"
zzw-222@62k-rfs-st9,Cornerstone Christian Center,"",Religious Organizations,Religious Organizations,"Churches,Hindu Temple,Mosque,Sikh Temple,Synagogues",813110,42.279174,-71.807342,250277306005,81 15 Park Ave,Worcester,MA,1605,"",1409,"POLYGON ((-71.80742997399994 42.27964446900006, -71.80748968499995 42.27945501100004, -71.80730679999994 42.27942406400007, -71.80732281999997 42.27937323400005, -71.80724083699994 42.27935936200004, -71.80726268299998 42.27929004900005, -71.80724376399996 42.27928684700004, -71.80735153599994 42.27894489900007, -71.80746504999996 42.278964108000025, -71.80747815699993 42.27892252000004, -71.80775563799995 42.278969474000064, -71.80772650999995 42.27906189200007, -71.80745533699996 42.279016005000074, -71.80735338999995 42.279339469000035, -71.80754258199994 42.279371483000034, -71.80751636799994 42.279454660000056, -71.80755420599996 42.27946106200005, -71.80754401099995 42.279493409000054, -71.80760707499996 42.27950408000004, -71.8075692099999 42.27962422400003, -71.80754398399995 42.27961995600003, -71.80753233299998 42.27965692300006, -71.80747557599994 42.27964731900005, -71.80744790399996 42.27973511600004, -71.80725871099997 42.27970310100005, -71.80722084499996 42.279823246000035, -71.80710102299997 42.27980297000005, -71.80714762699995 42.27965510000007, -71.80725483599997 42.27967324200006, -71.80727231299994 42.27961779100008, -71.80742997399994 42.27964446900006))"
zzw-222@62k-rfs-tjv,Worcester Fire Dept Credit Union,"",Depository Credit Intermediation,Credit Unions,"",522130,42.285604,-71.805026,250277305003,34 Glennie St,Worcester,MA,1605,"",339,"POLYGON ((-71.80502602399997 42.28570639000003, -71.80502619999999 42.28566370800007, -71.80495499799997 42.28566355000004, -71.80495548599998 42.28554498600005, -71.80522087599996 42.285545574000025, -71.80522032899995 42.28567836500008, -71.80512323499994 42.28567815000008, -71.80512311699994 42.28570660500003, -71.80502602399997 42.28570639000003))"
zzw-222@62k-rfs-vpv,Sharfmans Jewelers,"","Jewelry, Luggage, and Leather Goods Stores",Jewelry Stores,"Jewelry,Watch Repair",448310,42.285236,-71.806697,250277305003,19 Glennie St Ste B,Worcester,MA,1605,"",945,"POLYGON ((-71.80652883533652 42.28543949816191, -71.80657530143989 42.2849420375259, -71.80679816899993 42.28496165900003, -71.80671708399996 42.285456072000045, -71.80652883533652 42.28543949816191))"
zzw-222@62k-rft-789,Cheryl Janine's Salon,"",Personal Care Services,"Hair, Nail, and Skin Care Services","",81211,42.28853,-71.811613,250277306005,485 Grove St Bldg 18,Worcester,MA,1605,"{ """"""""""""""""Mon"""""""""""""""": [], """"""""""""""""Tue"""""""""""""""": [[""""""""""""""""10:00"""""""""""""""", """"""""""""""""16:00""""""""""""""""]], """"""""""""""""Wed"""""""""""""""": [[""""""""""""""""10:00"""""""""""""""", """"""""""""""""18:00""""""""""""""""]], """"""""""""""""Thu"""""""""""""""": [[""""""""""""""""10:00"""""""""""""""", """"""""""""""""18:00""""""""""""""""]], """"""""""""""""Fri"""""""""""""""": [[""""""""""""""""10:00"""""""""""""""", """"""""""""""""16:00""""""""""""""""]], """"""""""""""""Sat"""""""""""""""": [[""""""""""""""""10:00"""""""""""""""", """"""""""""""""14:00""""""""""""""""]], """"""""""""""""Sun"""""""""""""""": [] }",468,"POLYGON ((-71.81142862199994 42.28855855000006, -71.81161374299995 42.28839221000004, -71.81179821199999 42.28850240700007, -71.81161309099997 42.28866874700003, -71.81142862199994 42.28855855000006))"
zzw-222@62k-rft-7wk,Ruta Convent at Guaranteed Rate Affinity,"",Activities Related to Credit Intermediation,Mortgage and Nonmortgage Loan Brokers,Mortgage Lender,522310,42.284787,-71.808212,250277306005,6 Park Ave Ste 1,Worcester,MA,1605,"{ """"""""""""""""Mon"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""17:00""""""""""""""""]], """"""""""""""""Tue"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""17:00""""""""""""""""]], """"""""""""""""Wed"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""17:00""""""""""""""""]], """"""""""""""""Thu"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""17:00""""""""""""""""]], """"""""""""""""Fri"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""17:00""""""""""""""""]], """"""""""""""""Sat"""""""""""""""": [], """"""""""""""""Sun"""""""""""""""": [] }",966,"POLYGON ((-71.80798188799997 42.284869839000066, -71.80802576599996 42.28475079700007, -71.80805701199995 42.284756980000054, -71.80810763899996 42.28461962400007, -71.80847633099995 42.284692575000065, -71.80838182599996 42.28494897400003, -71.80798188799997 42.284869839000066))"
zzw-222@62k-rft-9fz,Holy Trinity Eastern Orthodox N & R Center,"",Nursing Care Facilities (Skilled Nursing Facilities),Nursing Care Facilities (Skilled Nursing Facilities),"Dialysis,Hospice,Physical Therapy,Walk-in Clinic",623110,42.295841,-71.798264,250277304012,300 Barber Ave,Worcester,MA,1606,"",1867,"POLYGON ((-71.79823615999999 42.296005009000055, -71.79820026299996 42.29589426600006, -71.79811208099994 42.29590960500008, -71.79811806299995 42.29592806200003, -71.79800468499997 42.29594778500007, -71.79797028499996 42.29584165600005, -71.79807106499999 42.295824124000035, -71.79814311099994 42.295738474000075, -71.79785471799994 42.29560828500007, -71.79795077999995 42.29549408400004, -71.79820799499998 42.295610199000066, -71.79844104799997 42.29556965800003, -71.79843356999999 42.29554658600006, -71.79853434999995 42.29552905400004, -71.79865126599998 42.29558183300003, -71.79857441799999 42.295673194000074, -71.79849883299994 42.29568634300006, -71.79850481599993 42.29570480000007, -71.79842293199994 42.295719045000055, -71.79844387199995 42.29578364500003, -71.79853835299997 42.295767209000076, -71.79857275399996 42.295873338000035, -71.79847827299994 42.295889774000045, -71.79847229099994 42.295871317000035, -71.79838410699995 42.29588665700004, -71.79841701199996 42.29598817200008, -71.79832882999995 42.29600351200003, -71.79832434299993 42.29598966900005, -71.79823615999999 42.296005009000055))"
zzw-222@62k-rft-bzf,Strand's Ski Shop,"",Consumer Goods Rental,Recreational Goods Rental,Ski Shop,532284,42.295183,-71.804603,250277305001,1 W Boylston Dr,Worcester,MA,1606,"{ """"""""""""""""Mon"""""""""""""""": [[""""""""""""""""10:00"""""""""""""""", """"""""""""""""20:00""""""""""""""""]], """"""""""""""""Tue"""""""""""""""": [[""""""""""""""""10:00"""""""""""""""", """"""""""""""""20:00""""""""""""""""]], """"""""""""""""Wed"""""""""""""""": [[""""""""""""""""10:00"""""""""""""""", """"""""""""""""20:00""""""""""""""""]], """"""""""""""""Thu"""""""""""""""": [[""""""""""""""""10:00"""""""""""""""", """"""""""""""""20:00""""""""""""""""]], """"""""""""""""Fri"""""""""""""""": [[""""""""""""""""10:00"""""""""""""""", """"""""""""""""20:00""""""""""""""""]], """"""""""""""""Sat"""""""""""""""": [[""""""""""""""""10:00"""""""""""""""", """"""""""""""""17:00""""""""""""""""]], """"""""""""""""Sun"""""""""""""""": [[""""""""""""""""12:00"""""""""""""""", """"""""""""""""17:00""""""""""""""""]] }",413,"POLYGON ((-71.80457766199999 42.29507966800003, -71.80475835299995 42.295069082000055, -71.80477899799996 42.295258183000044, -71.80453377499998 42.29527255100004, -71.80451570999998 42.295107087000076, -71.80458024299998 42.295103306000044, -71.80457766199999 42.29507966800003))"
zzw-222@62k-rft-fpv,United States Postal Service (USPS),United States Postal Service (USPS),Postal Service,Postal Service,"",491110,42.300265,-71.799882,250277303005,290 W Boylston St,Worcester,MA,1606,"{ """"""""""""""""Mon"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""17:00""""""""""""""""]], """"""""""""""""Tue"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""17:00""""""""""""""""]], """"""""""""""""Wed"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""17:00""""""""""""""""]], """"""""""""""""Thu"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""17:00""""""""""""""""]], """"""""""""""""Fri"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""17:00""""""""""""""""]], """"""""""""""""Sat"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""14:00""""""""""""""""]], """"""""""""""""Sun"""""""""""""""": [] }",288,"POLYGON ((-71.79977324999999 42.30014735900005, -71.79987432199994 42.30013073300006, -71.79992964299998 42.300311203000035, -71.79972749799998 42.30034445300004, -71.79969203599995 42.30022876800007, -71.79979310899995 42.30021214200008, -71.79977324999999 42.30014735900005))"
zzw-222@62k-rft-fs5,MOVE Fitness & Training,"",Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,"",713940,42.298152,-71.798775,250277304012,100 Barber Ave,Worcester,MA,1606,"",12263,"POLYGON ((-71.79980653799998 42.29812345600004, -71.79965681499993 42.29816849300005, -71.79964451999996 42.29814655700005, -71.79947682999995 42.29819699700005, -71.79942764799995 42.298109253000064, -71.79929589199998 42.29814888400006, -71.79929097399997 42.29814010900003, -71.79911729599996 42.29819235000008, -71.79912221299998 42.29820112500005, -71.79896051199995 42.29824976300006, -71.79894821699997 42.29822782700006, -71.79881047199996 42.29826925900005, -71.79863306399994 42.29821495700003, -71.79850273399995 42.29798243400006, -71.79860454599998 42.297951811000075, -71.79850864399998 42.29778070900005, -71.79847869899999 42.29778971600007, -71.79826722299998 42.297412414000064, -71.79823727999997 42.29742142200007, -71.79805285599997 42.29709238000004, -71.79835828699999 42.29700051000003, -71.79849844999995 42.29725058200006, -71.79852240499997 42.29724337600004, -71.79855929099995 42.29730918400003, -71.79881082299994 42.29723352600007, -71.79882311699998 42.29725546200007, -71.79890696199993 42.29723024200007, -71.79884302699998 42.29711617400005, -71.79926823299996 42.29698827500005, -71.79935429999995 42.297141827000075, -71.79939023299994 42.29713101900006, -71.79950580899998 42.29733721800005, -71.79947586499998 42.29734622400008, -71.79974144699997 42.29782004200007, -71.79959771499995 42.297863276000044, -71.79961984599998 42.297902761000046, -71.79974561299997 42.29786493100005, -71.79986365099995 42.29807551600004, -71.79979178399998 42.298097133000056, -71.79980653799998 42.29812345600004))"
zzw-222@62k-rft-grk,New Street Glass Studio,"",Other Miscellaneous Store Retailers,Art Dealers,"",453920,42.287376,-71.795976,250277304021,35 New St,Worcester,MA,1605,"",3745,"POLYGON ((-71.79599142599994 42.287019427000075, -71.79607624399995 42.286940309000045, -71.79614103699998 42.286977593000074, -71.79615800099998 42.28696177000006, -71.79620839399996 42.286990769000056, -71.79622535799996 42.28697494600004, -71.79629015099994 42.28701223200005, -71.79630711399994 42.28699640700006, -71.79640070399995 42.28705026400007, -71.79634415899994 42.28710301000007, -71.79636575699993 42.28711543800006, -71.79633182999999 42.28714708600006, -71.79635342799997 42.28715951400005, -71.79630253699997 42.28720698500007, -71.79633133499993 42.28722355700006, -71.79626913499999 42.287281577000044, -71.79629793099997 42.28729814900004, -71.79556849399995 42.28797856800003, -71.79527332499998 42.287808710000036, -71.79596318199998 42.28716521500007, -71.79594158499998 42.287152786000036, -71.79598682099999 42.287110589000065, -71.79595802399996 42.28709401900005, -71.79602022299997 42.28703599800008, -71.79599142599994 42.287019427000075))"
zzw-222@62k-rft-j5f,BoxDrop Mattress and Sofa Outlet of Central Mass,"",Furniture Stores,Furniture Stores,"Furniture,Mattresses,Outlet Store",442110,42.288727,-71.801343,250277305002,55 Millbrook St,Worcester,MA,1606,"{ """"""""""""""""Mon"""""""""""""""": [[""""""""""""""""13:00"""""""""""""""", """"""""""""""""17:00""""""""""""""""]], """"""""""""""""Tue"""""""""""""""": [], """"""""""""""""Wed"""""""""""""""": [], """"""""""""""""Thu"""""""""""""""": [[""""""""""""""""15:00"""""""""""""""", """"""""""""""""18:00""""""""""""""""]], """"""""""""""""Fri"""""""""""""""": [[""""""""""""""""13:00"""""""""""""""", """"""""""""""""17:00""""""""""""""""]], """"""""""""""""Sat"""""""""""""""": [[""""""""""""""""10:00"""""""""""""""", """"""""""""""""14:00""""""""""""""""]], """"""""""""""""Sun"""""""""""""""": [] }",10574,"POLYGON ((-71.80084625199999 42.28806915800004, -71.80123925899994 42.28803348500003, -71.80129715899994 42.28824336900004, -71.80141771199999 42.28822551800005, -71.80142284099998 42.288244113000076, -71.80154339499995 42.288226261000034, -71.80156775999995 42.288314584000034, -71.80165658799996 42.288301431000036, -71.80166171899998 42.288320025000075, -71.80178227199997 42.28830217400008, -71.80180278999995 42.288376551000056, -71.80177741099999 42.288380310000036, -71.80179536399999 42.28844539000005, -71.80174460499995 42.28845290600003, -71.80179590099993 42.28863885000004, -71.80192279999994 42.28862005800005, -71.80194716599993 42.28870838200004, -71.80192813099995 42.28871120000008, -71.80195890899995 42.288822767000056, -71.80177490599993 42.28885001400005, -71.80186723999998 42.289184712000065, -71.80183551499994 42.28918941000006, -71.80185475099995 42.28925913900008, -71.80183571599997 42.289261958000054, -71.80186264799994 42.289359578000074, -71.80176747299998 42.28937367200007, -71.80178157899996 42.289424806000056, -71.80162929899996 42.28944735600004, -71.80162416999997 42.28942876100007, -71.80150361399996 42.28944661200006, -71.80149720199995 42.289423369000076, -71.80133223199994 42.28944779700004, -71.80132710099997 42.289429203000054, -71.80102254099995 42.28947430000005, -71.80104690599995 42.28956262400004, -71.80095807499998 42.28957577700004, -71.80088754599996 42.28932010400007, -71.80091927099994 42.28931540600007, -71.80089618899996 42.28923173100003, -71.80092156799998 42.28922797300004, -71.80089592099995 42.289135001000034, -71.80092130099996 42.28913124400003, -71.80088154699996 42.28898713600006, -71.80091327199995 42.28898243900005, -71.80089660199997 42.28892200800004, -71.80093467099994 42.28891637000004, -71.80090902399996 42.288823398000034, -71.80094074999994 42.288818700000036, -71.80091381899996 42.28872108000007, -71.80094554499993 42.288716382000075, -71.80091476799998 42.28860481600003, -71.80094649299997 42.28860011800003, -71.80090930499995 42.28846530900006, -71.80097909899996 42.28845497400005, -71.80097012199997 42.28842243400004, -71.80103991599998 42.28841210000007, -71.80101042199993 42.288305182000045, -71.80095331699994 42.288313637000044, -71.80092254199997 42.28820207100006, -71.80088447199995 42.28820770800007, -71.80084625199999 42.28806915800004))"
zzw-222@62k-rft-j7q,Graybar Worcester,Graybar,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,Other Electronic Parts and Equipment Merchant Wholesalers,"",423690,42.286997,-71.802179,250277305002,52 Millbrook St,Worcester,MA,1606,"{ """"""""""""""""Mon"""""""""""""""": [[""""""""""""""""7:00"""""""""""""""", """"""""""""""""17:00""""""""""""""""]], """"""""""""""""Tue"""""""""""""""": [[""""""""""""""""7:00"""""""""""""""", """"""""""""""""17:00""""""""""""""""]], """"""""""""""""Wed"""""""""""""""": [[""""""""""""""""7:00"""""""""""""""", """"""""""""""""17:00""""""""""""""""]], """"""""""""""""Thu"""""""""""""""": [[""""""""""""""""7:00"""""""""""""""", """"""""""""""""17:00""""""""""""""""]], """"""""""""""""Fri"""""""""""""""": [[""""""""""""""""7:00"""""""""""""""", """"""""""""""""17:00""""""""""""""""]], """"""""""""""""Sat"""""""""""""""": [], """"""""""""""""Sun"""""""""""""""": [] }",1877,"POLYGON ((-71.80188393699996 42.28682542100006, -71.80229999699998 42.28668238400007, -71.80255847199999 42.28708596300004, -71.80214240999999 42.28722900200006, -71.80188393699996 42.28682542100006))"
zzw-222@62k-rft-j9z,Biomedical Research Models,"",Medical and Diagnostic Laboratories,"","Diagnostic Services,Laboratory Testing",6215,42.288543,-71.799998,250277304012,67 Millbrook St Ste 422,Worcester,MA,1606,"",4777,"POLYGON ((-71.79990970199998 42.28913896200004, -71.79982857599998 42.28864455000007, -71.79973217199995 42.28865304100003, -71.79971285599999 42.288535324000065, -71.79975141799997 42.288531927000065, -71.79962702799997 42.28777382900006, -71.79996122599994 42.28774439400007, -71.79999290299997 42.28793745000007, -71.80008287999993 42.28792952400005, -71.80009601499995 42.28800957300007, -71.80012814999998 42.28800674200005, -71.80015905499994 42.288195089000055, -71.80003051599994 42.28820641000004, -71.80013559499997 42.28884679200007, -71.80010346099994 42.28884962200004, -71.80014750099997 42.28911801800007, -71.80012179399995 42.289120281000066, -71.80016506199996 42.28938396800004, -71.79992083499997 42.28940547800005, -71.79987756599996 42.289141792000066, -71.79990970199998 42.28913896200004))"
zzw-222@62k-rft-s89,290 Auto Body,"",Automotive Repair and Maintenance,"","Auto Detailing,Auto Repair,Body Shops",8111,42.298372,-71.805073,250277305001,1 Stowell Ave,Worcester,MA,1606,"{ """"""""""""""""Mon"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""17:00""""""""""""""""]], """"""""""""""""Tue"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""17:00""""""""""""""""]], """"""""""""""""Wed"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""17:00""""""""""""""""]], """"""""""""""""Thu"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""17:00""""""""""""""""]], """"""""""""""""Fri"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""17:00""""""""""""""""]], """"""""""""""""Sat"""""""""""""""": [], """"""""""""""""Sun"""""""""""""""": [] }",750,"POLYGON ((-71.80501654299997 42.298397246000036, -71.80499557 42.29817011700004, -71.80495681399998 42.298172038000075, -71.80495375499999 42.29813891500004, -71.80516045599995 42.298128673000065, -71.80516395099994 42.298166527000035, -71.80540294699995 42.29815468400005, -71.80541736699996 42.29831083400006, -71.80516545099994 42.29832331800003, -71.80517156799993 42.29838956400005, -71.80501654299997 42.298397246000036))"
zzw-223@62k-qpy-3qz,Sunbelt Rentals Climate Control,"",Commercial and Industrial Machinery and Equipment Rental and Leasing,Other Commercial and Industrial Machinery and Equipment Rental and Leasing,"",532490,42.227628,-71.759369,250277328011,270 SW Cutoff,Worcester,MA,1604,"{ """"""""""""""""Mon"""""""""""""""": [[""""""""""""""""7:00"""""""""""""""", """"""""""""""""17:00""""""""""""""""]], """"""""""""""""Tue"""""""""""""""": [[""""""""""""""""7:00"""""""""""""""", """"""""""""""""17:00""""""""""""""""]], """"""""""""""""Wed"""""""""""""""": [[""""""""""""""""7:00"""""""""""""""", """"""""""""""""17:00""""""""""""""""]], """"""""""""""""Thu"""""""""""""""": [[""""""""""""""""7:00"""""""""""""""", """"""""""""""""17:00""""""""""""""""]], """"""""""""""""Fri"""""""""""""""": [[""""""""""""""""7:00"""""""""""""""", """"""""""""""""17:00""""""""""""""""]], """"""""""""""""Sat"""""""""""""""": [], """"""""""""""""Sun"""""""""""""""": [] }",570,"POLYGON ((-71.75915965199994 42.22760309300003, -71.75931913499994 42.22754019200005, -71.75933445399994 42.22756107400005, -71.75949963299996 42.227495926000074, -71.75958848399995 42.22761704100003, -71.75953152499994 42.22763950600006, -71.75954684399994 42.22766038700007, -71.75927913899994 42.22776597200004, -71.75915965199994 42.22760309300003))"
zzw-223@62k-qpy-sbk,A P Fish Company Inc,"",Specialty Food Stores,Fish and Seafood Markets,"Gourmet,Seafood",445220,42.243417,-71.75553,250277323011,1059 Grafton St,Worcester,MA,1604,"{ """"""""""""""""Mon"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""18:00""""""""""""""""]], """"""""""""""""Tue"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""18:00""""""""""""""""]], """"""""""""""""Wed"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""18:00""""""""""""""""]], """"""""""""""""Thu"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""18:00""""""""""""""""]], """"""""""""""""Fri"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""18:00""""""""""""""""]], """"""""""""""""Sat"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""18:00""""""""""""""""]], """"""""""""""""Sun"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""18:00""""""""""""""""]] }",397,"POLYGON ((-71.75570006520866 42.243447287447424, -71.75555254371284 42.243559475215164, -71.75545330197929 42.24348600714201, -71.7554747596514 42.2434681365167, -71.75535808355926 42.24338672582619, -71.7554908529055 42.24329240843142, -71.75570006520866 42.243447287447424))"
zzw-223@62k-qpy-xh5,Domino's Pizza,Domino's Pizza,Restaurants and Other Eating Places,Limited-Service Restaurants,"Counter Service,Pizza,Sandwich Shop,Lunch,Dinner",722513,42.234252,-71.746206,250277328011,1413 Grafton St,Worcester,MA,1604,"{ """"""""""""""""Mon"""""""""""""""": [[""""""""""""""""10:30"""""""""""""""", """"""""""""""""24:00""""""""""""""""]], """"""""""""""""Tue"""""""""""""""": [[""""""""""""""""10:30"""""""""""""""", """"""""""""""""24:00""""""""""""""""]], """"""""""""""""Wed"""""""""""""""": [[""""""""""""""""10:30"""""""""""""""", """"""""""""""""24:00""""""""""""""""]], """"""""""""""""Thu"""""""""""""""": [[""""""""""""""""10:30"""""""""""""""", """"""""""""""""24:00""""""""""""""""]], """"""""""""""""Fri"""""""""""""""": [[""""""""""""""""10:30"""""""""""""""", """"""""""""""""24:00""""""""""""""""]], """"""""""""""""Sat"""""""""""""""": [[""""""""""""""""0:00"""""""""""""""", """"""""""""""""1:00""""""""""""""""], [""""""""""""""""10:30"""""""""""""""", """"""""""""""""24:00""""""""""""""""]], """"""""""""""""Sun"""""""""""""""": [[""""""""""""""""0:00"""""""""""""""", """"""""""""""""1:00""""""""""""""""], [""""""""""""""""10:30"""""""""""""""", """"""""""""""""24:00""""""""""""""""]] }",293,"POLYGON ((-71.7460361123085 42.234296630356965, -71.74628019332886 42.23414073592051, -71.74637407064438 42.23420825712497, -71.74612998962402 42.23436911617397, -71.7460361123085 42.234296630356965))"
zzw-223@62k-qpy-yqf,Accra Girls,"",Restaurants and Other Eating Places,Full-Service Restaurants,African Food,722511,42.236041,-71.751861,250277328011,1280 Grafton St,Worcester,MA,1604,"{ """"""""""""""""Mon"""""""""""""""": [[""""""""""""""""11:00"""""""""""""""", """"""""""""""""23:00""""""""""""""""]], """"""""""""""""Tue"""""""""""""""": [[""""""""""""""""11:00"""""""""""""""", """"""""""""""""23:00""""""""""""""""]], """"""""""""""""Wed"""""""""""""""": [[""""""""""""""""12:30"""""""""""""""", """"""""""""""""23:00""""""""""""""""]], """"""""""""""""Thu"""""""""""""""": [[""""""""""""""""11:00"""""""""""""""", """"""""""""""""23:00""""""""""""""""]], """"""""""""""""Fri"""""""""""""""": [[""""""""""""""""11:00"""""""""""""""", """"""""""""""""23:00""""""""""""""""]], """"""""""""""""Sat"""""""""""""""": [[""""""""""""""""11:00"""""""""""""""", """"""""""""""""23:00""""""""""""""""]], """"""""""""""""Sun"""""""""""""""": [[""""""""""""""""14:00"""""""""""""""", """"""""""""""""22:00""""""""""""""""]] }",217,"POLYGON ((-71.75169988583761 42.23610338580065, -71.75191178034979 42.235968843839885, -71.75198621164995 42.236028419651255, -71.75178035210806 42.23616891905034, -71.75169988583761 42.23610338580065))"
